"","name","college","position","id","age","birthDate","draftYear","draftRound","pickInDraftRound","draftPick"
"577","Keenan Reynolds","Navy","WR","00-0033078",27.4,1993-12-13,2016,6,7,"182"
"578","Laquon Treadwell","Mississippi","WR","00-0032951",29,1995-06-14,2016,1,23,"23"
"579","Corey Coleman","Baylor","WR","00-0032966",28.6,1994-07-06,2016,1,15,"15"
"580","Will Fuller","Notre Dame","WR","00-0033127",30.1,1994-04-16,2016,1,21,"21"
"581","Josh Doctson","TCU","WR","00-0032760",30.2,1992-12-03,2016,1,22,"22"
"582","Roger Lewis","Bowling Green","WR","00-0032659",27.4,1993-11-27,2016,NA,NA,NA
"583","Tyler Boyd","Pittsburgh","WR","00-0033009",29.6,1994-11-15,2016,2,24,"55"
"584","Braxton Miller","Ohio State","WR","00-0033069",28.4,1992-11-30,2016,3,22,"85"
"585","Michael Thomas","Ohio State","WR","00-0032765",31.3,1993-03-03,2016,2,16,"47"
"586","Jalin Marshall","Ohio State","WR","00-0032694",25.8,1995-07-21,2016,NA,NA,NA
"587","Kenny Lawler","California","WR",NA,26.9,1994-06-25,2016,7,22,"243"
"588","Leonte Carroo","Rutgers","WR","00-0033060",27.3,1994-01-24,2016,3,23,"86"
"589","Rashard Higgins","Colorado State","WR","00-0032977",29.3,1994-10-07,2016,5,35,"172"
"590","Tajae Sharpe","Massachusetts","WR","00-0032778",29.1,1994-12-23,2016,5,1,"140"
"591","Sterling Shepard","Oklahoma","WR","00-0032385",31.3,1993-02-10,2016,2,9,"40"
"592","Jay Lee","Baylor","WR",NA,27.9,1993-06-29,2016,NA,NA,NA
"593","Pharoh Cooper","South Carolina","WR","00-0033111",28.9,1995-03-07,2016,4,19,"117"
"594","Aaron Burbridge","Michigan State","WR","00-0032441",27.4,1993-12-23,2016,6,38,"213"
"595","Jordan Payton","UCLA","WR","00-0032974",27.7,1993-09-01,2016,5,15,"154"
"596","Geronimo Allison","Illinois","WR","00-0032626",30.1,1994-01-18,2016,NA,NA,NA
"597","De'Runnya Wilson","Mississippi State","WR",NA,NA,NA,2016,NA,NA,NA
"598","Chris Brown","Notre Dame","WR",NA,27.4,1993-12-08,2016,NA,NA,NA
"599","Malcolm Mitchell","Georgia","WR","00-0032400",27.8,1993-07-20,2016,4,14,"112"
"600","Demarcus Ayers","Houston","WR","00-0032365",26.8,1994-07-07,2016,7,8,"229"
"601","Kolby Listenbee","TCU","WR",NA,27.3,1994-01-25,2016,6,17,"192"
"602","Daniel Braverman","Western Michigan","WR","00-0032801",27.6,1993-09-28,2016,7,9,"230"
"603","Charone Peake","Clemson","WR","00-0032959",28.6,1992-10-16,2016,7,20,"241"
"604","Mike Thomas","Southern Mississippi","WR","00-0033114",29.5,1994-08-16,2016,6,31,"206"
"605","Anthony Dable","None","WR",NA,32.6,1988-09-25,2016,NA,NA,NA
"606","Keyarris Garrett","Tulsa","WR",NA,28.6,1992-09-26,2016,NA,NA,NA
"607","Chris Moore","Cincinnati","WR","00-0032398",31,1993-06-16,2016,4,9,"107"
"608","Ricardo Louis","Auburn","WR","00-0033079",27.1,1994-03-23,2016,4,16,"114"
"609","Demarcus Robinson","Florida","WR","00-0032775",29.7,1994-09-21,2016,4,28,"126"
"610","Trevor Davis","California","WR","00-0032423",28.6,1993-07-04,2016,5,26,"163"
"611","Tyreek Hill","West Alabama","WR","00-0033040",30.3,1994-03-01,2016,5,28,"165"
"612","Moritz Boehringer","Germany","WR","00-0032341",27.6,1993-10-16,2016,6,5,"180"
"613","Jakeem Grant","Texas Tech","WR","00-0032791",31.6,1992-10-30,2016,6,11,"186"
"614","Cody Core","Ole Miss","WR","00-0032795",27.9,1994-04-17,2016,6,24,"199"
"615","Devin Lucien","Arizona State","WR","00-0032447",27.9,1993-06-26,2016,7,4,"225"
"616","Devin Fuller","UCLA","WR",NA,27.3,1994-01-29,2016,7,17,"238"
"617","Marquez North","Tennessee","WR",NA,26,1995-04-21,2016,NA,NA,NA
"618","Mitch Mathews","BYU","WR",NA,30.1,1991-04-15,2016,NA,NA,NA
"619","Paul McRoberts","Southeast Missouri State","WR","00-0032679",28.5,1992-11-15,2016,NA,NA,NA
"620","Wendall Williams","Cumberlands","WR","00-0032739",30.6,1990-09-18,2016,NA,NA,NA
"621","Andy Jones","Jacksonville","WR","00-0032707",26.9,1994-06-28,2016,NA,NA,NA
"622","Canaan Severin","Virginia","WR",NA,28.1,1993-03-16,2016,NA,NA,NA
"623","Jamal Robinson","Louisiana-Lafayette","WR",NA,28.3,1993-01-13,2016,NA,NA,NA
"624","Cayleb Jones","Arizona","WR","00-0032963",28.1,1993-03-21,2016,NA,NA,NA
"625","Nelson Spruce","Colorado","WR","00-0032685",28.4,1992-12-05,2016,NA,NA,NA
"626","Hunter Sharp","Utah State","WR","00-0032839",27,1994-04-25,2016,NA,NA,NA
"627","Kieren Duncan","Colorado State-Pueblo","WR",NA,27.6,1993-10-12,2016,NA,NA,NA
"628","Tevin Jones","Memphis","WR","00-0032728",28.4,1992-12-26,2016,NA,NA,NA
"629","Rashawn Scott","Miami (FL)","WR","00-0032621",29.3,1992-01-29,2016,NA,NA,NA
"630","Max McCaffrey","Duke","WR","00-0032937",27,1994-05-17,2016,NA,NA,NA
"631","Ben Roberts","Montana","WR",NA,28.7,1992-09-07,2016,NA,NA,NA
"632","Alex Erickson","Wisconsin","WR","00-0032543",31.6,1992-11-06,2016,NA,NA,NA
"633","Rashaun Simonise","Calgary","WR",NA,25.9,1995-05-31,2016,NA,NA,NA
"634","Johnny Holton","Cincinnati","WR","00-0032935",30.5,1991-08-22,2016,NA,NA,NA
"635","Maurice Harris","California","WR","00-0032362",28.5,1992-11-11,2016,NA,NA,NA
"636","Mose Frazier","Memphis","WR","00-0032488",27.7,1993-08-30,2016,NA,NA,NA
"637","Jamel Johnson","Alabama State","WR",NA,29.8,1991-07-09,2016,NA,NA,NA
"638","Tommylee Lewis","Northern Illinois","WR","00-0032881",29.3,1992-10-24,2016,NA,NA,NA
"639","Darius Powe","California","WR",NA,27.1,1994-03-15,2016,NA,NA,NA
"640","Paul Turner","Louisiana Tech","WR","00-0032841",28,1993-05-10,2016,NA,NA,NA
"641","Robbie Chosen","Temple","WR","00-0032688",31.1,1993-05-09,2016,NA,NA,NA
"642","Jace Billingsley","Eastern Oregon","WR","00-0032553",28,1993-05-17,2016,NA,NA,NA
"643","Dom Williams","Washington State","WR",NA,30.7,1990-09-02,2016,NA,NA,NA
"644","Chester Rogers","Grambling State","WR","00-0032355",30.1,1994-01-12,2016,NA,NA,NA
"645","Jordan Williams","Ball State","WR","00-0032876",27,1994-05-09,2016,NA,NA,NA
"646","Quinshad Davis","North Carolina","WR",NA,27,1994-05-24,2016,NA,NA,NA
"647","Tevaun Smith","Iowa","WR","00-0032358",28.3,1993-01-30,2016,NA,NA,NA
"648","Mekale McKay","Cincinnati","WR","00-0032351",27.8,1993-08-04,2016,NA,NA,NA
"649","Bryce Treggs","California","WR","00-0032724",27,1994-04-30,2016,NA,NA,NA
"650","Tanner McEvoy","Wisconsin","WR","00-0032475",28.3,1993-01-26,2016,NA,NA,NA
"651","Jake Lampman","Ferris State","WR","00-0033021",27.9,1993-06-11,2016,NA,NA,NA
"652","Ed Eagan","Northwestern State","WR",NA,27.9,1993-06-19,2016,NA,NA,NA
"653","Chris Hubert","Fayetteville State","WR",NA,28,1993-05-08,2016,NA,NA,NA
"654","Marcus Leak","Maryland","WR",NA,28.5,1992-11-19,2016,NA,NA,NA
"655","Marquis Bundy","New Mexico","WR","00-0033087",26.8,1994-08-05,2016,NA,NA,NA
"656","Kalif Raymond","Holy Cross","WR","00-0032464",29.8,1994-08-08,2016,NA,NA,NA
"657","Marcus Johnson","Texas","WR","00-0032980",29.5,1994-08-05,2016,NA,NA,NA
"658","K.J. Maye","Minnesota","WR","00-0032653",27,1994-05-24,2016,NA,NA,NA
"659","Marvin Hall","Washington","WR","00-0033094",29.9,1993-04-10,2016,NA,NA,NA
"660","Jaydon Mickens","Washington","WR","00-0033006",29.8,1994-04-21,2016,NA,NA,NA
"661","JoJo Natson","Akron","WR","00-0033266",29.1,1994-02-01,2016,NA,NA,NA
"662","K.J. Brent","Wake Forest","WR","00-0032926",27.8,1993-08-06,2016,NA,NA,NA
"663","Duron Carter","Ohio State","WR",NA,30.1,1991-03-22,2015,NA,NA,NA
"664","Amari Cooper","Alabama","WR","00-0031544",30,1994-06-18,2015,1,4,"4"
"665","DeVante Parker","Louisville","WR","00-0031547",31.4,1993-01-20,2015,1,14,"14"
"666","Kevin White","West Virginia","WR","00-0031545",31.6,1992-06-25,2015,1,7,"7"
"667","Sammie Coates","Auburn","WR","00-0032166",28.1,1993-03-31,2015,3,23,"87"
"668","Jaelen Strong","Arizona State","WR","00-0031560",27.3,1994-01-25,2015,3,6,"70"
"669","Dorial Green-Beckham","Oklahoma","WR","00-0032218",28.1,1993-04-12,2015,2,8,"40"
"670","Nelson Agholor","USC","WR","00-0031549",31,1993-05-24,2015,1,20,"20"
"671","Devin Smith","Ohio State","WR","00-0031934",31,1992-03-03,2015,2,5,"37"
"672","Rashad Greene","Florida State","WR","00-0032170",28.6,1992-09-23,2015,5,3,"139"
"673","Jamison Crowder","Duke","WR","00-0031941",31,1993-06-17,2015,4,6,"105"
"674","Justin Hardy","East Carolina","WR","00-0031570",30.2,1991-12-18,2015,4,8,"107"
"675","Stefon Diggs","Maryland","WR","00-0031588",30.5,1993-11-29,2015,5,10,"146"
"676","Tyler Lockett","Kansas State","WR","00-0032211",31.7,1992-09-28,2015,3,5,"69"
"677","Phillip Dorsett","Miami","WR","00-0032208",31.4,1993-01-05,2015,1,29,"29"
"678","Josh Harper","Fresno State","WR",NA,29.4,1991-12-01,2015,NA,NA,NA
"679","Deontay Greenberry","Houston","WR",NA,27.2,1994-03-07,2015,NA,NA,NA
"680","Dres Anderson","Utah","WR","00-0031504",28.8,1992-07-20,2015,NA,NA,NA
"681","Titus Davis","Central Michigan","WR",NA,28.3,1993-01-03,2015,NA,NA,NA
"682","Antwan Goodley","Baylor","WR",NA,29.7,1991-09-06,2015,NA,NA,NA
"683","Kenny Bell","Nebraska","WR","00-0032113",29.2,1992-02-25,2015,5,26,"162"
"684","Breshad Perriman","Central Florida","WR","00-0032054",30.7,1993-09-10,2015,1,26,"26"
"685","Levi Norwood","Baylor","WR",NA,28.9,1992-06-16,2015,NA,NA,NA
"686","Devin Gardner","Michigan","WR",NA,29.4,1991-12-14,2015,NA,NA,NA
"687","Austin Hill","Arizona","WR",NA,29.8,1991-07-17,2015,NA,NA,NA
"688","Chris Harper","California","WR","00-0031854",27.4,1993-12-07,2015,NA,NA,NA
"689","Cam Worthy","East Carolina","WR",NA,29.1,1992-04-06,2015,NA,NA,NA
"690","DaVaris Daniels","Notre Dame","WR",NA,28.4,1992-12-18,2015,NA,NA,NA
"691","DeAndre Smelter","Georgia Tech","WR","00-0032064",29.4,1991-12-03,2015,4,33,"132"
"692","Chris Conley","Georgia","WR","00-0032128",31.6,1992-10-25,2015,3,12,"76"
"693","Tre McBride","William & Mary","WR","00-0032123",28.4,1992-12-01,2015,7,28,"245"
"694","Devante Davis","UNLV","WR",NA,28.6,1992-10-13,2015,NA,NA,NA
"695","J.J. Nelson","UAB","WR","00-0032112",30.8,1992-04-24,2015,5,23,"159"
"696","Keith Mumphery","Michigan State","WR","00-0031600",28.9,1992-06-05,2015,5,39,"175"
"697","Kaelin Clay","Utah","WR","00-0032115",29.3,1992-01-03,2015,6,8,"184"
"698","Geremy Davis","Connecticut","WR","00-0031953",29.3,1992-01-10,2015,6,10,"186"
"699","Evan Spencer","Ohio State","WR","00-0031954",28,1993-05-26,2015,6,11,"187"
"700","Bud Sasser","Missouri","WR",NA,NA,NA,2015,6,25,"201"
"701","Andre Debose","Florida","WR",NA,33.7,1990-09-12,2015,7,4,"221"
"702","Da'Ron Brown","Northern Illinois","WR","00-0031960",29.6,1991-09-21,2015,7,16,"233"
"703","Dezmin Lewis","Central Arkansas","WR",NA,28.4,1992-12-05,2015,7,17,"234"
"704","Mario Alford","West Virginia","WR","00-0031962",29.2,1992-02-25,2015,7,21,"238"
"705","Tyrell Williams","Western Oregon","WR","00-0032160",32,1992-02-12,2015,NA,NA,NA
"706","DeAndre Carter","Sacramento State","WR","00-0031763",31.2,1993-04-10,2015,NA,NA,NA
"707","Jaxon Shipley","Texas","WR",NA,28.8,1992-07-17,2015,NA,NA,NA
"708","Jordan Taylor","Rice","WR","00-0031697",29.2,1992-02-18,2015,NA,NA,NA
"709","Rasheed Bailey","Delaware Valley","WR","00-0031645",27.8,1993-07-29,2015,NA,NA,NA
"710","Vernon Johnson","Texas A&M-Commerce","WR",NA,29.1,1992-04-17,2015,NA,NA,NA
"711","Ezell Ruffin","San Diego State","WR",NA,29.1,1992-03-17,2015,NA,NA,NA
"712","Damarr Aultman","Maine","WR",NA,29.3,1992-01-13,2015,NA,NA,NA
"713","R.J. Harris","New Hampshire","WR",NA,28.9,1992-06-03,2015,NA,NA,NA
"714","Darius Davis","Henderson State","WR",NA,31.2,1990-03-14,2015,NA,NA,NA
"715","Deon Long","Maryland","WR",NA,29.9,1991-06-14,2015,NA,NA,NA
"716","Rannell Hall","UCF","WR",NA,28.3,1993-01-30,2015,NA,NA,NA
"717","Gavin Lutman","Pittsburg State","WR",NA,30.1,1991-03-27,2015,NA,NA,NA
"718","Adrian Coxson","Stony Brook","WR",NA,28.7,1992-08-14,2015,NA,NA,NA
"719","Ricky Collins","Texas A&M-Commerce","WR",NA,29.2,1992-03-05,2015,NA,NA,NA
"720","Jordan Leslie","Brigham Young","WR","00-0031801",29.5,1991-10-31,2015,NA,NA,NA
"721","DeAndrew White","Alabama","WR","00-0031511",30.4,1991-10-16,2015,NA,NA,NA
"722","Kasen Williams","Washington","WR","00-0032250",29,1992-05-20,2015,NA,NA,NA
"723","Paul Browning","Colorado State-Pueblo","WR",NA,28.8,1992-08-05,2015,NA,NA,NA
"724","Lucky Whitehead","Florida Atlantic","WR","00-0031757",28.9,1992-06-02,2015,NA,NA,NA
"725","Shakim Phillips","Boston College","WR",NA,29.1,1992-03-19,2015,NA,NA,NA
"726","Shane Wynn","Indiana","WR","00-0031684",28.5,1992-11-15,2015,NA,NA,NA
"727","Reggie Bell","San Diego","WR",NA,29,1992-05-06,2015,NA,NA,NA
"728","Jimmie Hunt","Missouri","WR",NA,30.7,1990-09-04,2015,NA,NA,NA
"729","Damiere Byrd","South Carolina","WR","00-0031868",31.4,1993-01-27,2015,NA,NA,NA
"730","Cameron Meredith","Illinois State","WR","00-0031912",28.6,1992-09-21,2015,NA,NA,NA
"731","Tyler Murphy","Boston College","WR",NA,29.3,1992-01-12,2015,NA,NA,NA
"732","Bradley Marquez","Texas Tech","WR","00-0031818",28.4,1992-12-14,2015,NA,NA,NA
"733","Adam Humphries","Clemson","WR","00-0032009",30.6,1993-06-24,2015,NA,NA,NA
"734","Chandler Worthy","Troy","WR",NA,27.6,1993-09-15,2015,NA,NA,NA
"735","Donteea Dye","Heidelberg","WR","00-0032008",27.7,1993-08-20,2015,NA,NA,NA
"736","Quan Bray","Auburn","WR","00-0031514",28,1993-04-28,2015,NA,NA,NA
"737","Andrew Turzilli","Rutgers","WR",NA,29.6,1991-10-13,2015,NA,NA,NA
"738","Darius Jennings","Virginia","WR","00-0031972",28.9,1992-06-28,2015,NA,NA,NA
"739","Ben Edwards","Richmond","WR",NA,29.1,1992-04-11,2015,NA,NA,NA
"740","Austin Willis","Emporia State","WR",NA,29.1,1992-04-13,2015,NA,NA,NA
"741","Eli Rogers","Louisville","WR","00-0031782",28.4,1992-12-23,2015,NA,NA,NA
"742","De'Anthony Thomas","Oregon","WR","00-0031060",28.3,1993-01-05,2014,4,24,"124"
"743","Sammy Watkins","Clemson","WR","00-0031325",31,1993-06-14,2014,1,4,"4"
"744","Mike Evans","Texas A&M","WR","00-0031408",30.8,1993-08-21,2014,1,7,"7"
"745","Marqise Lee","USC","WR","00-0031431",31.2,1991-11-25,2014,2,7,"39"
"746","Brandin Cooks","Oregon State","WR","00-0031236",30.7,1993-09-25,2014,1,20,"20"
"747","Davante Adams","Fresno State","WR","00-0031381",31.5,1992-12-24,2014,2,21,"53"
"748","Jordan Matthews","Vanderbilt","WR","00-0031299",31.9,1992-07-16,2014,2,10,"42"
"749","Donte Moncrief","Mississippi","WR","00-0031339",29.6,1993-08-06,2014,3,26,"90"
"750","Allen Robinson","Penn State","WR","00-0031428",30.8,1993-08-24,2014,2,29,"61"
"751","Odell Beckham","LSU","WR","00-0031235",31.6,1992-11-05,2014,1,12,"12"
"752","Jarvis Landry","LSU","WR","00-0031382",31.5,1992-11-28,2014,2,31,"63"
"753","Paul Richardson","Colorado","WR","00-0031257",29.9,1992-04-13,2014,2,13,"45"
"754","Jared Abbrederis","Wisconsin","WR","00-0031021",30.4,1990-12-17,2014,5,36,"176"
"755","Jalen Saunders","Oklahoma","WR","00-0031053",28.6,1992-09-30,2014,4,4,"104"
"756","Josh Huff","Oregon","WR","00-0030990",29.6,1991-10-14,2014,3,22,"86"
"757","Mike Davis","Texas","WR",NA,29,1992-05-11,2014,NA,NA,NA
"758","T.J. Jones","Notre Dame","WR","00-0031189",28.8,1992-07-19,2014,6,13,"189"
"759","Devin Street","Pittsburgh","WR","00-0031310",30.1,1991-03-30,2014,5,6,"146"
"760","Martavis Bryant","Clemson","WR","00-0031373",32.5,1991-12-20,2014,4,18,"118"
"761","Bruce Ellington","South Carolina","WR","00-0031326",29.7,1991-08-22,2014,4,6,"106"
"762","Shaq Evans","UCLA","WR",NA,30.2,1991-03-07,2014,4,15,NA
"763","Jeremy Gallon","Michigan","WR",NA,31.2,1990-02-09,2014,7,29,"244"
"764","Kain Colter","Northwestern","WR",NA,29,1992-05-24,2014,NA,NA,NA
"765","Josh Stewart","Oklahoma State","WR",NA,28.5,1992-10-22,2014,NA,NA,NA
"766","Eric Ward","Texas Tech","WR",NA,30.8,1990-07-24,2014,NA,NA,NA
"767","Chris Matthews","Kentucky","WR",NA,31.6,1989-10-06,2014,NA,NA,NA
"768","Brandon Coleman","Rutgers","WR","00-0030801",28.9,1992-06-22,2014,NA,NA,NA
"769","Robert Herron","Wyoming","WR","00-0031187",28.9,1992-06-02,2014,6,9,"185"
"770","Weston Dressler","North Dakota","WR",NA,35.9,1985-06-14,2014,NA,NA,NA
"771","Cody Latimer","Indiana","WR","00-0031344",29.4,1992-10-10,2014,2,24,"56"
"772","John Brown","Pittsburgh State","WR","00-0031051",33.9,1990-04-03,2014,3,27,"91"
"773","Kevin Norwood","Alabama","WR",NA,31.6,1989-09-23,2014,4,23,"123"
"774","Ryan Grant","Tulane","WR","00-0031068",30.4,1990-12-19,2014,5,2,"142"
"775","Matt Hazel","Coastal Carolina","WR","00-0031315",29.3,1992-01-23,2014,6,14,"190"
"776","Walter Powell","Murray State","WR",NA,29.5,1991-11-23,2014,6,20,NA
"777","Quincy Enunwa","Nebraska","WR","00-0031023",30.7,1992-05-31,2014,6,33,"209"
"778","Michael Campanaro","Wake Forest","WR","00-0031025",30.3,1991-01-25,2014,7,3,"218"
"779","Jeff Janis","Saginaw Valley","WR","00-0031001",29.9,1991-06-09,2014,7,21,"236"
"780","James Wright","LSU","WR","00-0031291",29.4,1991-12-31,2014,7,24,"239"
"781","Tevin Reese","Baylor","WR",NA,30.3,1991-01-02,2014,7,25,"240"
"782","Albert Wilson","Georgia State","WR","00-0030669",31.6,1992-07-12,2014,NA,NA,NA
"783","Erik Lora","Eastern Illinois","WR",NA,30.2,1991-03-14,2014,NA,NA,NA
"784","Chandler Jones","San Jose State","WR",NA,29.4,1991-11-28,2014,NA,NA,NA
"785","Cody Hoffman","Brigham Young","WR",NA,30.2,1991-03-13,2014,NA,NA,NA
"786","L'Damian Washington","Missouri","WR",NA,30,1991-05-10,2014,NA,NA,NA
"787","Chris Boyd","Vanderbilt","WR",NA,29.4,1991-12-16,2014,NA,NA,NA
"788","Geraldo Boldewijn","Boise State","WR",NA,30.2,1991-02-14,2014,NA,NA,NA
"789","Kadron Boone","LSU","WR",NA,29.7,1991-09-13,2014,NA,NA,NA
"790","Alex Neutz","Buffalo","WR",NA,30.2,1991-03-02,2014,NA,NA,NA
"791","Eric Thomas","Troy","WR",NA,29.5,1991-11-11,2014,NA,NA,NA
"792","Seantavius Jones","Valdosta State","WR","00-0030807",28.7,1992-08-09,2014,NA,NA,NA
"793","Kofi Hughes","Indiana","WR",NA,29.1,1992-03-27,2014,NA,NA,NA
"794","Allen Hurns","Miami","WR","00-0030821",31.3,1991-11-21,2014,NA,NA,NA
"795","Isaiah Burse","Fresno State","WR","00-0030671",29.4,1991-12-08,2014,NA,NA,NA
"796","Bennie Fowler","Michigan State","WR","00-0030670",30.7,1991-06-10,2014,NA,NA,NA
"797","Jeremy Butler","Tennessee-Martin","WR","00-0030691",30,1991-04-22,2014,NA,NA,NA
"798","Adam Thielen","Minnesota State-Mankato","WR","00-0030035",33.8,1990-08-22,2014,NA,NA,NA
"799","Bernard Reedy","Toledo","WR","00-0030743",29.4,1991-12-31,2014,NA,NA,NA
"800","Willie Snead","Ball State","WR","00-0030663",31.6,1992-10-17,2014,NA,NA,NA
"801","Corey Washington","Newberry","WR","00-0030897",29.4,1991-12-29,2014,NA,NA,NA
"802","Javontee Herndon","Arkansas","WR",NA,29.9,1991-06-29,2014,NA,NA,NA
"803","Corey Brown","Ohio State","WR","00-0031118",29.4,1991-12-16,2014,NA,NA,NA
"804","Taylor Gabriel","Abilene Christian","WR","00-0031228",31,1991-02-17,2014,NA,NA,NA
"805","Solomon Patton","Florida","WR",NA,30.6,1990-10-17,2014,NA,NA,NA
"806","Freddie Martino","North Greenville","WR","00-0030737",29.7,1991-09-07,2014,NA,NA,NA
"807","Nathan Slaughter","West Texas A&M","WR",NA,28.7,1992-08-21,2014,NA,NA,NA
"808","Josh Lenz","Iowa State","WR",NA,30.6,1990-09-22,2014,NA,NA,NA
"809","Fred Williams","St. Cloud State","WR",NA,33.1,1988-04-15,2014,NA,NA,NA
"810","Seth Roberts","West Alabama","WR","00-0031166",31,1991-02-22,2014,NA,NA,NA
"811","Kevin Smith","Washington","WR",NA,29.4,1991-12-21,2014,NA,NA,NA
"812","Jonathan Krause","Vanderbilt","WR",NA,29.3,1992-01-18,2014,NA,NA,NA
"813","Rashad Lawrence","Northwestern","WR",NA,28.9,1992-06-10,2014,NA,NA,NA
"814","Derel Walker","Texas A&M","WR",NA,29.9,1991-06-29,2014,NA,NA,NA
"815","Diontae Spencer","McNeese State","WR","00-0031319",31.9,1992-03-19,2014,NA,NA,NA
"816","Terrance Williams","Baylor","WR","00-0030542",31.6,1989-09-18,2013,3,12,"74"
"817","Justin Hunter","Tennessee","WR","00-0030521",30,1991-05-20,2013,2,2,"34"
"818","Tavon Austin","West Virginia","WR","00-0030525",32.9,1991-03-15,2013,1,8,"8"
"819","Aaron Dobson","Marshall","WR","00-0030540",29.8,1991-07-23,2013,2,27,"59"
"820","Cobi Hamilton","Arkansas","WR","00-0030290",30.5,1990-11-13,2013,6,29,"197"
"821","Marcus Davis","Virginia Tech","WR",NA,31.4,1989-12-21,2013,NA,NA,NA
"822","Aaron Mellette","Elon","WR","00-0029896",31.4,1989-12-28,2013,7,32,"238"
"823","Quinton Patton","Louisiana Tech","WR","00-0030450",30.7,1990-08-09,2013,4,31,"128"
"824","Tavarres King","Georgia","WR","00-0030091",30.8,1990-07-14,2013,5,28,"161"
"825","Corey Fuller","Virginia Tech","WR",NA,30.9,1990-06-23,2013,6,3,"171"
"826","Rodney Smith","Florida State","WR",NA,31.2,1990-03-11,2013,NA,NA,NA
"827","Keenan Allen","California","WR","00-0030279",32.1,1992-04-27,2013,3,14,"76"
"828","Stedman Bailey","West Virginia","WR","00-0030532",30.5,1990-11-11,2013,3,30,"92"
"829","Josh Boyce","TCU","WR","00-0030474",30,1991-05-06,2013,4,5,"102"
"830","Da'Rick Rogers","Tennessee Tech","WR","00-0030043",29.9,1991-06-18,2013,NA,NA,NA
"831","Kenny Stills","Oklahoma","WR","00-0030085",31.8,1992-04-22,2013,5,11,"144"
"832","Robert Woods","USC","WR","00-0030431",32.2,1992-04-10,2013,2,9,"41"
"833","Markus Wheaton","Oregon State","WR","00-0030460",30.2,1991-02-07,2013,3,17,"79"
"834","Conner Vernon","Duke","WR",NA,30.7,1990-08-18,2013,NA,NA,NA
"835","Marquess Wilson","Washington State","WR","00-0030047",28.6,1992-09-14,2013,7,30,"236"
"836","DeAndre Hopkins","Clemson","WR","00-0030564",32,1992-06-06,2013,1,27,"27"
"837","Ace Sanders","South Carolina","WR","00-0030550",29.5,1991-11-11,2013,4,4,"101"
"838","Ryan Swope","Texas A&M","WR",NA,30.5,1990-11-23,2013,6,6,"174"
"839","Chris Harper","Kansas State","WR",NA,31.7,1989-09-10,2013,4,26,"123"
"840","Emory Blake","Auburn","WR",NA,29.8,1991-07-18,2013,NA,NA,NA
"841","Russell Shepard","LSU","WR","00-0030147",30.5,1990-11-17,2013,NA,NA,NA
"842","Roy Roundtree","Michigan","WR",NA,32.2,1989-03-07,2013,NA,NA,NA
"843","Marquise Goodwin","Texas","WR","00-0030068",33.5,1990-11-19,2013,3,16,"78"
"844","Zach Rogers","Tennessee","WR",NA,30.5,1990-11-22,2013,NA,NA,NA
"845","Tyrone Goard","Eastern Kentucky","WR",NA,32,1989-04-30,2013,NA,NA,NA
"846","Brandon Kaufman","Eastern Washington","WR",NA,30.5,1990-10-26,2013,NA,NA,NA
"847","Justin Brown","Oklahoma","WR",NA,30.2,1991-03-10,2013,6,18,"186"
"848","Alan Bonner","Jacksonville St","WR",NA,30.5,1990-11-05,2013,6,27,"195"
"849","Brice Butler","San Diego St","WR","00-0030516",31.3,1990-01-29,2013,7,3,"209"
"850","Charles Johnson","Grand Valley St","WR","00-0030113",32.2,1989-02-27,2013,7,10,"216"
"851","Kevin Dorsey","Maryland","WR",NA,31.2,1990-02-23,2013,7,18,"224"
"852","B.J. Daniels","Elon","WR",NA,31.5,1989-10-24,2013,7,31,"237"
"853","T.J. Moe","Missouri","WR",NA,30.6,1990-10-14,2013,NA,NA,NA
"854","Mark Harrison","Rutgers","WR",NA,30.4,1990-12-11,2013,NA,NA,NA
"855","Terrell Sinkfield","Northern Iowa","WR","00-0029981",30.4,1990-12-10,2013,NA,NA,NA
"856","Tobais Palmer","North Carolina State","WR",NA,31.2,1990-02-20,2013,NA,NA,NA
"857","Kenbrell Thompkins","Cincinnati","WR","00-0030000",32.8,1988-07-29,2013,NA,NA,NA
"858","Ryan Spadola","Lehigh","WR",NA,30.2,1991-02-15,2013,NA,NA,NA
"859","Sam McGuffie","Rice","WR",NA,31.6,1989-10-16,2013,NA,NA,NA
"860","Jasper Collins","Mount Union","WR",NA,29.4,1991-11-28,2013,NA,NA,NA
"861","Jaron Brown","Clemson","WR","00-0030300",32.1,1990-01-08,2013,NA,NA,NA
"862","Jeremy Kelley","Maine","WR",NA,32.9,1988-06-09,2013,NA,NA,NA
"863","Perez Ashford","Northern Illinois","WR",NA,30.2,1991-03-02,2013,NA,NA,NA
"864","Greg Jenkins","Alabama State","WR",NA,31.7,1989-08-23,2013,NA,NA,NA
"865","Chad Bumphis","Mississippi State","WR",NA,31.6,1989-10-18,2013,NA,NA,NA
"866","Eric Rogers","Cal Lutheran","WR",NA,30.2,1991-02-12,2013,NA,NA,NA
"867","Rico Richardson","Jackson State","WR",NA,29.9,1991-07-01,2013,NA,NA,NA
"868","Andrew Helmick","Lindenwood","WR",NA,30.7,1990-09-02,2013,NA,NA,NA
"869","Marlon Brown","Georgia","WR","00-0030400",30,1991-04-22,2013,NA,NA,NA
